id,timestamp,speed,vibration,pos-x,pos-y,state
mower-1000,2024-03-11T09:06:22.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:00.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:05:21.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:05:30.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:05:22.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:05:40.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:12.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:05.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:05:38.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:06.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:10.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:48.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:05:52.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:05:55.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:14.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:02.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:05:52.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:05:18.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:05:25.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:05.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:05:40.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:28.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:27.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:05:41.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:39.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:49.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:05:31.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:49.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:53.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:32.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:33.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:55.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:10.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:44.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:41.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:18.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:05:32.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:00.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:05:31.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:05:40.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:16.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:06:25.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:05:26.038905,0,0,5,4,stuck
mower-1000,2024-03-11T09:05:18.038905,1,18,1,1,normal
mower-1000,2024-03-11T09:05:34.038905,3,17,1,4,normal
mower-1000,2024-03-11T09:05:52.038905,2,2,1,6,normal
mower-1000,2024-03-11T09:05:26.038905,3,15,1,9,normal
mower-1000,2024-03-11T09:05:22.038905,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:12.038905,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:38.038905,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:06.038905,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:32.038905,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:31.038905,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:55.038905,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:12.038905,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:55.038905,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:17.038905,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:36.038905,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:09.038905,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:54.038905,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:24.038905,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:21.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:48.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:16.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:11.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:31.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:01.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:29.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:36.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:44.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:19.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:41.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:57.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:31.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:33.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:33.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:00.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:51.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:17.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:33.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:44.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:27.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:32.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:37.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:20.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:02.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:06.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:50.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:25.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:49.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:57.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:54.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:17.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:41.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:05.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:35.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:01.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:39.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:27.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:14.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:14.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:52.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:47.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:35.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:51.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:29.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:19.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:58.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:09.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:53.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:06.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:21.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:52.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:36.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:39.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:31.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:37.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:26.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:24.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:55.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:54.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:33.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:00.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:51.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:35.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:49.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:23.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:44.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:24.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:08.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:23.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:06.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:49.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:20.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:34.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:08.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:44.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:34.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:54.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:02.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:04.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:19.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:06:50.039906,0,0,1,9,stuck
mower-1000,2024-03-11T09:05:28.039906,1,6,1,1,normal
mower-1000,2024-03-11T09:05:45.039906,3,3,1,4,normal
mower-1000,2024-03-11T09:05:47.039906,2,7,1,6,normal
mower-1000,2024-03-11T09:06:52.039906,2,16,1,8,normal
mower-1000,2024-03-11T09:06:47.039906,3,9,1,10,normal
mower-1000,2024-03-11T09:06:25.039906,1,87,2,9,crash
mower-1000,2024-03-11T09:06:39.039906,2,2,2,7,normal
mower-1000,2024-03-11T09:06:55.039906,2,17,2,5,normal
mower-1000,2024-03-11T09:06:28.039906,2,6,2,3,normal
mower-1000,2024-03-11T09:05:41.039906,2,2,2,1,normal
mower-1000,2024-03-11T09:06:08.039906,1,89,2,0,crash
mower-1000,2024-03-11T09:06:15.039906,1,2,3,1,normal
mower-1000,2024-03-11T09:06:50.039906,0,92,3,1,crash
mower-1000,2024-03-11T09:06:30.039906,3,13,3,4,normal
mower-1000,2024-03-11T09:05:27.039906,2,17,3,6,normal
mower-1000,2024-03-11T09:05:54.039906,2,9,3,8,normal
mower-1000,2024-03-11T09:05:54.039906,2,12,3,10,normal
mower-1000,2024-03-11T09:06:09.039906,1,6,4,9,normal
mower-1000,2024-03-11T09:05:59.039906,3,7,4,6,normal
mower-1000,2024-03-11T09:06:26.039906,3,3,4,3,normal
mower-1000,2024-03-11T09:06:24.039906,2,13,4,1,normal
mower-1000,2024-03-11T09:05:56.039906,2,13,4,0,normal
mower-1000,2024-03-11T09:05:41.039906,1,11,5,1,normal
mower-1000,2024-03-11T09:06:31.039906,3,1,5,4,normal
mower-1000,2024-03-11T09:06:15.039906,3,13,5,7,normal
mower-1000,2024-03-11T09:06:17.039906,2,5,5,9,normal
mower-1000,2024-03-11T09:06:32.039906,3,12,5,10,normal
mower-1000,2024-03-11T09:06:11.039906,1,3,6,9,normal
mower-1000,2024-03-11T09:05:29.039906,2,13,6,7,normal
mower-1000,2024-03-11T09:06:33.039906,3,18,6,4,normal
mower-1000,2024-03-11T09:06:40.039906,2,14,6,2,normal
mower-1000,2024-03-11T09:05:58.039906,3,9,6,0,normal
mower-1000,2024-03-11T09:05:50.039906,1,10,7,1,normal
mower-1000,2024-03-11T09:05:20.039906,3,2,7,4,normal
mower-1000,2024-03-11T09:05:20.039906,3,1,7,7,normal
mower-1000,2024-03-11T09:06:47.039906,3,1,7,10,normal
mower-1000,2024-03-11T09:06:35.039906,1,5,8,9,normal
mower-1000,2024-03-11T09:06:05.039906,2,10,8,7,normal
mower-1000,2024-03-11T09:05:46.039906,2,1,8,5,normal
mower-1000,2024-03-11T09:05:50.039906,2,20,8,3,normal
mower-1000,2024-03-11T09:06:30.039906,2,17,8,1,normal
mower-1000,2024-03-11T09:06:39.039906,2,12,8,0,normal
mower-1000,2024-03-11T09:06:04.039906,1,5,9,1,normal
mower-1000,2024-03-11T09:05:24.039906,3,18,9,4,normal
mower-1000,2024-03-11T09:06:53.039906,3,17,9,7,normal
mower-1000,2024-03-11T09:06:01.039906,2,2,9,9,normal
mower-1000,2024-03-11T09:05:27.039906,3,11,9,10,normal
mower-1000,2024-03-11T09:06:08.039906,1,3,10,9,normal
mower-1000,2024-03-11T09:06:01.039906,2,15,10,7,normal
mower-1000,2024-03-11T09:05:53.039906,3,18,10,4,normal
mower-1000,2024-03-11T09:06:35.039906,2,8,10,2,normal
mower-1000,2024-03-11T09:06:28.039906,3,10,10,0,normal
mower-1000,2024-03-11T09:05:53.039906,1,7,11,1,normal
mower-1000,2024-03-11T09:06:48.039906,3,17,11,4,normal
mower-1000,2024-03-11T09:06:26.039906,3,17,11,7,normal
mower-1000,2024-03-11T09:06:34.039906,1,118,11,8,crash
mower-1000,2024-03-11T09:06:35.039906,2,4,11,10,normal
mower-1000,2024-03-11T09:06:37.039906,1,8,12,9,normal
mower-1000,2024-03-11T09:06:09.039906,3,10,12,6,normal
mower-1000,2024-03-11T09:06:47.039906,2,9,12,4,normal
mower-1000,2024-03-11T09:06:13.039906,3,8,12,1,normal
mower-1000,2024-03-11T09:06:12.039906,2,1,12,0,normal
mower-1000,2024-03-11T09:06:43.039906,1,118,13,1,crash
mower-1000,2024-03-11T09:06:46.039906,2,17,13,3,normal
mower-1000,2024-03-11T09:06:46.039906,3,16,13,6,normal
mower-1000,2024-03-11T09:05:17.039906,3,18,13,9,normal
mower-1000,2024-03-11T09:06:27.039906,3,1,13,10,normal
mower-1000,2024-03-11T09:05:28.039906,1,12,14,9,normal
mower-1000,2024-03-11T09:05:19.039906,2,8,14,7,normal
mower-1000,2024-03-11T09:05:16.039906,2,6,14,5,normal
mower-1000,2024-03-11T09:06:51.039906,3,2,14,2,normal
mower-1000,2024-03-11T09:06:24.039906,0,93,14,2,crash
mower-1000,2024-03-11T09:05:36.039906,3,17,14,0,normal
mower-1000,2024-03-11T09:05:48.039906,1,14,15,1,normal
mower-1000,2024-03-11T09:05:18.039906,2,13,15,3,normal
mower-1000,2024-03-11T09:05:17.039906,3,15,15,6,normal
mower-1000,2024-03-11T09:05:27.039906,2,18,15,8,normal
mower-1000,2024-03-11T09:06:03.039906,3,14,15,10,normal
mower-1000,2024-03-11T09:05:48.039906,1,112,16,9,crash
mower-1000,2024-03-11T09:05:35.039906,2,10,16,7,normal
mower-1000,2024-03-11T09:05:24.039906,2,5,16,5,normal
mower-1000,2024-03-11T09:06:06.039906,2,2,16,3,normal
mower-1000,2024-03-11T09:05:31.039906,2,11,16,1,normal
mower-1000,2024-03-11T09:06:12.039906,2,20,16,0,normal
mower-1000,2024-03-11T09:06:47.039906,1,19,17,1,normal
mower-1000,2024-03-11T09:05:50.039906,3,17,17,4,normal
mower-1000,2024-03-11T09:06:13.039906,3,14,17,7,normal
mower-1000,2024-03-11T09:06:41.039906,2,4,17,9,normal
mower-1000,2024-03-11T09:06:11.039906,2,6,17,10,normal
mower-1000,2024-03-11T09:06:46.039906,1,20,18,9,normal
mower-1000,2024-03-11T09:06:49.040905,3,4,18,6,normal
mower-1000,2024-03-11T09:05:42.040905,3,9,18,3,normal
mower-1000,2024-03-11T09:06:21.040905,3,1,18,0,normal
mower-1000,2024-03-11T09:05:41.040905,1,2,19,1,normal
mower-1000,2024-03-11T09:06:52.040905,3,20,19,4,normal
mower-1000,2024-03-11T09:06:51.040905,2,14,19,6,normal
mower-1000,2024-03-11T09:06:15.040905,3,11,19,9,normal
mower-1000,2024-03-11T09:05:16.040905,3,9,19,10,normal
mower-1000,2024-03-11T09:05:54.040905,1,12,20,9,normal
mower-1000,2024-03-11T09:06:06.040905,3,8,20,6,normal
mower-1000,2024-03-11T09:06:19.040905,1,6,1,1,normal
mower-1000,2024-03-11T09:05:35.040905,3,15,1,4,normal
mower-1000,2024-03-11T09:05:17.040905,3,18,1,7,normal
mower-1000,2024-03-11T09:06:39.040905,2,8,1,9,normal
mower-1000,2024-03-11T09:06:02.040905,2,11,1,10,normal
mower-1000,2024-03-11T09:06:26.040905,1,18,2,9,normal
mower-1000,2024-03-11T09:06:12.040905,3,20,2,6,normal
mower-1000,2024-03-11T09:05:41.040905,0,97,2,6,crash
mower-1000,2024-03-11T09:05:55.040905,3,19,2,3,normal
mower-1000,2024-03-11T09:06:39.040905,3,16,2,0,normal
mower-1000,2024-03-11T09:06:23.040905,1,100,3,1,crash
mower-1000,2024-03-11T09:06:34.040905,2,15,3,3,normal
mower-1000,2024-03-11T09:05:32.040905,2,1,3,5,normal
mower-1000,2024-03-11T09:06:27.040905,2,5,3,7,normal
mower-1000,2024-03-11T09:06:15.040905,3,10,3,10,normal
mower-1000,2024-03-11T09:06:30.040905,1,16,4,9,normal
mower-1000,2024-03-11T09:06:11.040905,3,3,4,6,normal
mower-1000,2024-03-11T09:06:24.040905,2,20,4,4,normal
mower-1000,2024-03-11T09:06:04.040905,3,10,4,1,normal
mower-1000,2024-03-11T09:06:16.040905,3,14,4,0,normal
mower-1000,2024-03-11T09:06:43.040905,1,6,5,1,normal
mower-1000,2024-03-11T09:05:16.040905,3,4,5,4,normal
mower-1000,2024-03-11T09:05:37.040905,3,17,5,7,normal
mower-1000,2024-03-11T09:06:35.040905,2,20,5,9,normal
mower-1000,2024-03-11T09:05:33.040905,2,15,5,10,normal
mower-1000,2024-03-11T09:05:20.040905,1,6,6,9,normal
mower-1000,2024-03-11T09:06:41.040905,3,4,6,6,normal
mower-1000,2024-03-11T09:05:32.040905,2,8,6,4,normal
mower-1000,2024-03-11T09:06:16.040905,2,16,6,2,normal
mower-1000,2024-03-11T09:05:30.040905,3,9,6,0,normal
mower-1000,2024-03-11T09:06:47.040905,1,4,7,1,normal
mower-1000,2024-03-11T09:06:45.040905,3,19,7,4,normal
mower-1000,2024-03-11T09:06:27.040905,2,17,7,6,normal
mower-1000,2024-03-11T09:06:08.040905,2,20,7,8,normal
mower-1000,2024-03-11T09:06:03.040905,2,15,7,10,normal
mower-1000,2024-03-11T09:05:37.040905,1,3,8,9,normal
mower-1000,2024-03-11T09:06:33.040905,3,1,8,6,normal
mower-1000,2024-03-11T09:05:48.040905,2,2,8,4,normal
mower-1000,2024-03-11T09:05:56.040905,1,103,8,3,crash
mower-1000,2024-03-11T09:06:25.040905,2,6,8,1,normal
mower-1000,2024-03-11T09:06:26.040905,3,11,8,0,normal
mower-1000,2024-03-11T09:06:11.040905,1,19,9,1,normal
mower-1000,2024-03-11T09:06:48.040905,3,3,9,4,normal
mower-1000,2024-03-11T09:05:47.040905,3,17,9,7,normal
mower-1000,2024-03-11T09:06:17.040905,2,9,9,9,normal
mower-1000,2024-03-11T09:06:55.040905,3,14,9,10,normal
mower-1000,2024-03-11T09:06:33.040905,1,19,10,9,normal
mower-1000,2024-03-11T09:06:45.040905,2,9,10,7,normal
mower-1000,2024-03-11T09:06:03.040905,2,15,10,5,normal
mower-1000,2024-03-11T09:05:42.040905,2,13,10,3,normal
mower-1000,2024-03-11T09:06:40.040905,2,17,10,1,normal
mower-1000,2024-03-11T09:06:55.040905,2,17,10,0,normal
mower-1000,2024-03-11T09:06:33.040905,1,12,11,1,normal
mower-1000,2024-03-11T09:05:46.040905,0,88,11,1,crash
mower-1000,2024-03-11T09:06:09.040905,3,10,11,4,normal
mower-1000,2024-03-11T09:06:06.040905,2,3,11,6,normal
mower-1000,2024-03-11T09:05:28.040905,3,3,11,9,normal
mower-1000,2024-03-11T09:06:21.040905,3,15,11,10,normal
mower-1000,2024-03-11T09:06:17.040905,1,10,12,9,normal
mower-1000,2024-03-11T09:06:12.040905,3,20,12,6,normal
mower-1000,2024-03-11T09:06:46.040905,2,3,12,4,normal
mower-1000,2024-03-11T09:05:40.040905,2,13,12,2,normal
mower-1000,2024-03-11T09:06:09.040905,2,18,12,0,normal
mower-1000,2024-03-11T09:06:24.040905,1,16,13,1,normal
mower-1000,2024-03-11T09:05:44.040905,2,7,13,3,normal
mower-1000,2024-03-11T09:05:59.040905,3,2,13,6,normal
mower-1000,2024-03-11T09:06:34.040905,2,16,13,8,normal
mower-1000,2024-03-11T09:05:51.040905,3,18,13,10,normal
mower-1000,2024-03-11T09:06:45.040905,1,10,14,9,normal
mower-1000,2024-03-11T09:06:34.040905,2,13,14,7,normal
mower-1000,2024-03-11T09:05:44.040905,3,7,14,4,normal
mower-1000,2024-03-11T09:05:31.040905,2,16,14,2,normal
mower-1000,2024-03-11T09:05:40.040905,0,109,14,2,crash
mower-1000,2024-03-11T09:06:03.040905,3,8,14,0,normal
mower-1000,2024-03-11T09:06:25.040905,1,3,15,1,normal
mower-1000,2024-03-11T09:06:33.040905,2,2,15,3,normal
mower-1000,2024-03-11T09:05:38.040905,3,18,15,6,normal
mower-1000,2024-03-11T09:06:09.040905,2,9,15,8,normal
mower-1000,2024-03-11T09:05:22.040905,2,8,15,10,normal
mower-1000,2024-03-11T09:06:02.040905,1,17,16,9,normal
mower-1000,2024-03-11T09:06:26.040905,2,18,16,7,normal
mower-1000,2024-03-11T09:06:28.040905,3,17,16,4,normal
mower-1000,2024-03-11T09:05:17.040905,2,1,16,2,normal
mower-1000,2024-03-11T09:05:59.040905,2,20,16,0,normal
mower-1000,2024-03-11T09:05:38.040905,1,8,17,1,normal
mower-1000,2024-03-11T09:06:48.040905,2,6,17,3,normal
mower-1000,2024-03-11T09:05:49.040905,2,4,17,5,normal
mower-1000,2024-03-11T09:06:08.040905,2,6,17,7,normal
mower-1000,2024-03-11T09:05:23.040905,2,18,17,9,normal
mower-1000,2024-03-11T09:05:19.040905,3,13,17,10,normal
mower-1000,2024-03-11T09:06:45.040905,1,15,18,9,normal
mower-1000,2024-03-11T09:05:23.040905,3,18,18,6,normal
mower-1000,2024-03-11T09:05:27.040905,2,14,18,4,normal
mower-1000,2024-03-11T09:05:33.040905,3,20,18,1,normal
mower-1000,2024-03-11T09:06:18.040905,3,19,18,0,normal
mower-1000,2024-03-11T09:05:26.040905,1,11,19,1,normal
mower-1000,2024-03-11T09:05:29.040905,2,16,19,3,normal
mower-1000,2024-03-11T09:05:53.040905,2,1,19,5,normal
mower-1000,2024-03-11T09:06:07.040905,3,19,19,8,normal
mower-1000,2024-03-11T09:05:51.040905,2,12,19,10,normal
mower-1000,2024-03-11T09:06:00.040905,1,16,1,1,normal
mower-1000,2024-03-11T09:05:57.040905,2,19,1,3,normal
mower-1000,2024-03-11T09:06:48.040905,3,6,1,6,normal
mower-1000,2024-03-11T09:05:48.040905,3,4,1,9,normal
mower-1000,2024-03-11T09:06:32.040905,1,88,1,10,crash
mower-1000,2024-03-11T09:05:37.040905,1,14,2,9,normal
mower-1000,2024-03-11T09:06:14.040905,2,20,2,7,normal
mower-1000,2024-03-11T09:06:55.040905,2,18,2,5,normal
mower-1000,2024-03-11T09:05:48.040905,3,10,2,2,normal
mower-1000,2024-03-11T09:06:32.040905,3,1,2,0,normal
mower-1000,2024-03-11T09:05:37.040905,1,13,3,1,normal
mower-1000,2024-03-11T09:05:30.040905,2,3,3,3,normal
mower-1000,2024-03-11T09:06:18.040905,3,3,3,6,normal
mower-1000,2024-03-11T09:05:55.040905,0,83,3,6,crash
mower-1000,2024-03-11T09:06:00.040905,2,8,3,8,normal
mower-1000,2024-03-11T09:06:42.040905,3,6,3,10,normal
mower-1000,2024-03-11T09:05:30.040905,1,17,4,9,normal
