id,timestamp,speed,vibration,pos-x,pos-y,state
mower-2,2024-03-11T09:10:05.134492,1,7,8,9,normal
mower-2,2024-03-11T09:09:50.134492,2,7,8,7,normal
mower-2,2024-03-11T09:10:01.134492,3,6,8,4,normal
mower-2,2024-03-11T09:09:23.134492,2,10,8,2,normal
mower-2,2024-03-11T09:10:13.134492,2,12,8,0,normal
mower-2,2024-03-11T09:09:26.134492,1,8,9,1,normal
mower-2,2024-03-11T09:09:52.134492,2,10,9,3,normal
mower-2,2024-03-11T09:11:01.134492,2,2,9,5,normal
mower-2,2024-03-11T09:10:04.134492,3,14,9,8,normal
mower-2,2024-03-11T09:09:31.134492,3,15,9,10,normal
mower-2,2024-03-11T09:10:25.134492,1,5,10,9,normal
mower-2,2024-03-11T09:10:34.134492,2,16,10,7,normal
mower-2,2024-03-11T09:10:07.134492,0,118,10,7,crash
mower-2,2024-03-11T09:10:06.134492,2,7,10,5,normal
mower-2,2024-03-11T09:10:18.134492,2,9,10,3,normal
mower-2,2024-03-11T09:09:45.134492,3,10,10,0,normal
mower-2,2024-03-11T09:10:49.134492,1,12,11,1,normal
mower-2,2024-03-11T09:10:47.134492,2,17,11,3,normal
mower-2,2024-03-11T09:10:55.134492,2,9,11,5,normal
mower-2,2024-03-11T09:09:51.134492,2,17,11,7,normal
mower-2,2024-03-11T09:09:54.134492,2,7,11,9,normal
mower-2,2024-03-11T09:09:40.134492,2,16,11,10,normal
mower-2,2024-03-11T09:10:27.134492,1,10,12,9,normal
mower-2,2024-03-11T09:10:49.134492,2,6,12,7,normal
mower-2,2024-03-11T09:09:32.134492,2,9,12,5,normal
mower-2,2024-03-11T09:10:03.134492,3,3,12,2,normal
mower-2,2024-03-11T09:10:40.134492,2,10,12,0,normal
mower-2,2024-03-11T09:10:36.134492,1,19,13,1,normal
mower-2,2024-03-11T09:10:13.134492,2,19,13,3,normal
mower-2,2024-03-11T09:09:42.134492,2,7,13,5,normal
mower-2,2024-03-11T09:10:40.134492,2,13,13,7,normal
mower-2,2024-03-11T09:10:16.134492,2,8,13,9,normal
mower-2,2024-03-11T09:09:52.134492,1,104,13,10,crash
mower-2,2024-03-11T09:10:45.134492,1,1,14,9,normal
mower-2,2024-03-11T09:10:59.134492,3,18,14,6,normal
mower-2,2024-03-11T09:10:49.134492,3,4,14,3,normal
mower-2,2024-03-11T09:09:59.134492,2,6,14,1,normal
mower-2,2024-03-11T09:10:50.134492,3,9,14,0,normal
mower-2,2024-03-11T09:09:56.134492,1,16,15,1,normal
mower-2,2024-03-11T09:09:38.134492,3,17,15,4,normal
mower-2,2024-03-11T09:11:02.134492,3,10,15,7,normal
mower-2,2024-03-11T09:09:44.134492,1,82,15,8,crash
mower-2,2024-03-11T09:09:32.134492,3,11,15,10,normal
mower-2,2024-03-11T09:09:38.134492,1,16,16,9,normal
mower-2,2024-03-11T09:10:19.134492,2,11,16,7,normal
mower-2,2024-03-11T09:09:54.134492,3,3,16,4,normal
mower-2,2024-03-11T09:09:40.134492,2,11,16,2,normal
mower-2,2024-03-11T09:10:05.134492,3,2,16,0,normal
mower-2,2024-03-11T09:10:13.134492,1,1,17,1,normal
mower-2,2024-03-11T09:09:27.134492,2,14,17,3,normal
mower-2,2024-03-11T09:09:59.134492,3,17,17,6,normal
mower-2,2024-03-11T09:10:23.134492,3,16,17,9,normal
mower-2,2024-03-11T09:10:41.134492,3,4,17,10,normal
mower-2,2024-03-11T09:09:23.134492,1,18,18,9,normal
mower-2,2024-03-11T09:10:48.134492,3,16,18,6,normal
mower-2,2024-03-11T09:10:10.134492,2,3,18,4,normal
mower-2,2024-03-11T09:09:28.134492,2,17,18,2,normal
mower-2,2024-03-11T09:10:47.134492,3,3,18,0,normal
mower-2,2024-03-11T09:10:49.134492,1,0,19,1,stuck
mower-2,2024-03-11T09:09:33.134492,0,0,19,1,stuck
mower-2,2024-03-11T09:10:21.134492,0,0,19,1,stuck
mower-2,2024-03-11T09:10:52.134492,0,0,19,1,stuck
mower-2,2024-03-11T09:09:27.134492,0,0,19,1,stuck
